model_id,model_name,vehicle_type,fuel_type,transmission,engine_cc,seating_capacity,ex_showroom_price
M5152,Honda_Model_2,SUV,Hybrid,Manual,1993,5,4204151
M5153,Honda_Model_3,SUV,Petrol,Automatic,1799,7,3745868
M5154,Honda_Model_4,Sedan,Diesel,Automatic,1498,7,792154
M5155,Honda_Model_5,Hatchback,Petrol,Automatic,1199,7,3789353
M5156,Honda_Model_6,SUV,Petrol,Automatic,1799,7,1871113
M5157,Honda_Model_7,Hatchback,Petrol,Automatic,1799,7,3011227
M5158,Honda_Model_8,SUV,Diesel,Manual,1993,5,1049269
M5159,Honda_Model_9,SUV,Hybrid,Manual,1498,7,1917278
M5160,Honda_Model_10,Sedan,Diesel,Manual,1799,5,1686110
M5161,Honda_Model_11,Sedan,Hybrid,Automatic,1199,5,3562756
M5162,Honda_Model_12,Hatchback,Petrol,Automatic,1199,7,2084819
M5163,Honda_Model_13,Sedan,Hybrid,Automatic,1799,5,3281158
M5164,Honda_Model_14,Sedan,Petrol,Automatic,1199,7,4498985
M5165,Honda_Model_15,Hatchback,Petrol,Automatic,1799,5,3206953
M5166,Honda_Model_16,Sedan,Diesel,Automatic,1199,5,4465849
M5167,Honda_Model_17,SUV,Petrol,Automatic,1799,7,1535672
M5168,Honda_Model_18,Hatchback,Diesel,Manual,1799,7,3598356
M5169,Honda_Model_19,Hatchback,Hybrid,Manual,1799,5,2483927
M5170,Honda_Model_20,SUV,Hybrid,Automatic,1199,7,2213627
M5171,Honda_Model_21,Sedan,Petrol,Automatic,1799,7,1955372
M5172,Honda_Model_22,Hatchback,Diesel,Automatic,1993,5,1073134
M5173,Honda_Model_23,Hatchback,Petrol,Manual,1799,5,2909467
M5174,Honda_Model_24,SUV,Diesel,Manual,1498,5,1707803
M5175,Honda_Model_25,SUV,Diesel,Automatic,1498,7,1060197
M5176,Honda_Model_26,Sedan,Diesel,Manual,1993,7,2498795
M5177,Honda_Model_27,Hatchback,Hybrid,Manual,1799,7,2421874
M5178,Honda_Model_28,Sedan,Diesel,Manual,1498,5,2425919
M5179,Honda_Model_29,Sedan,Hybrid,Automatic,1799,7,3465386
M5180,Honda_Model_30,SUV,Diesel,Manual,1498,5,790341
M5181,Honda_Model_31,Hatchback,Hybrid,Manual,1199,5,1809472
M5182,Honda_Model_32,Hatchback,Hybrid,Automatic,1199,5,4285153
M5183,Honda_Model_33,Hatchback,Hybrid,Automatic,1993,5,2829974
M5184,Honda_Model_34,SUV,Petrol,Manual,1993,5,1376110
M5185,Honda_Model_35,SUV,Diesel,Automatic,1799,5,1588767
M5186,Honda_Model_36,SUV,Petrol,Manual,1993,5,3756739
M5187,Honda_Model_37,SUV,Diesel,Manual,1799,7,3963556
M5188,Honda_Model_38,SUV,Diesel,Automatic,1199,5,3182062
M5189,Honda_Model_39,Hatchback,Petrol,Automatic,1199,7,1745449
M5190,Honda_Model_40,Sedan,Hybrid,Manual,1498,7,2929776
M5191,Honda_Model_41,Hatchback,Diesel,Automatic,1799,7,1035475
M5192,Honda_Model_42,Sedan,Hybrid,Automatic,1199,7,2933495
M5193,Honda_Model_43,SUV,Petrol,Manual,1199,7,2615209
M5194,Honda_Model_44,Sedan,Hybrid,Manual,1799,5,3649235
M5195,Honda_Model_45,Hatchback,Diesel,Manual,1498,7,1588349
M5196,Honda_Model_46,Hatchback,Diesel,Manual,1498,7,860066
M5197,Honda_Model_47,Sedan,Diesel,Manual,1498,7,2037906
M5198,Honda_Model_48,SUV,Petrol,Manual,1498,5,1778843
M5199,Honda_Model_49,SUV,Diesel,Automatic,1199,7,2574148
M5200,Honda_Model_0,Hatchback,Petrol,Automatic,1799,7,1642439
M5201,Honda_Model_1,Sedan,Hybrid,Manual,1799,7,3615332
M5202,Honda_Model_2,SUV,Diesel,Automatic,1199,7,4460155
M5203,Honda_Model_3,SUV,Diesel,Automatic,1199,5,1097053
M5204,Honda_Model_4,Hatchback,Diesel,Manual,1199,7,4434891
M5205,Honda_Model_5,SUV,Hybrid,Automatic,1993,5,4340781
M5206,Honda_Model_6,Sedan,Diesel,Automatic,1799,5,1942342
M5207,Honda_Model_7,Hatchback,Petrol,Manual,1799,7,1102826
M5208,Honda_Model_8,Hatchback,Hybrid,Automatic,1799,7,3874343
M5209,Honda_Model_9,Sedan,Hybrid,Automatic,1498,5,907716
M5210,Honda_Model_10,Hatchback,Hybrid,Manual,1199,7,1590567
M5211,Honda_Model_11,SUV,Hybrid,Automatic,1199,7,2164139
M5212,Honda_Model_12,SUV,Hybrid,Automatic,1199,7,1258350
M5213,Honda_Model_13,Sedan,Petrol,Automatic,1993,5,879503
M5214,Honda_Model_14,SUV,Hybrid,Manual,1799,5,1821662
M5215,Honda_Model_15,Sedan,Diesel,Manual,1199,7,2038925
M5216,Honda_Model_16,Sedan,Hybrid,Automatic,1993,7,3602043
M5217,Honda_Model_17,SUV,Hybrid,Automatic,1199,5,942407
M5218,Honda_Model_18,Sedan,Hybrid,Manual,1498,5,3738406
M5219,Honda_Model_19,SUV,Hybrid,Manual,1799,5,4086973
M5220,Honda_Model_20,Hatchback,Hybrid,Automatic,1993,5,950967
M5221,Honda_Model_21,Hatchback,Petrol,Manual,1199,5,3845093
M5222,Honda_Model_22,Sedan,Petrol,Automatic,1799,5,1525017
M5223,Honda_Model_23,SUV,Hybrid,Automatic,1993,5,3929426
M5224,Honda_Model_24,SUV,Petrol,Manual,1799,7,2842787
M5225,Honda_Model_25,Hatchback,Diesel,Manual,1799,5,2973078
M5226,Honda_Model_26,Hatchback,Hybrid,Automatic,1498,5,1431586
M5227,Honda_Model_27,SUV,Diesel,Automatic,1799,7,1253392
M5228,Honda_Model_28,Sedan,Diesel,Manual,1993,7,1699797
M5229,Honda_Model_29,Hatchback,Hybrid,Automatic,1799,7,976914
M5230,Honda_Model_30,Sedan,Diesel,Manual,1993,5,3056410
M5231,Honda_Model_31,Sedan,Diesel,Manual,1799,5,1615182
M5232,Honda_Model_32,Hatchback,Diesel,Manual,1199,7,3565145
M5233,Honda_Model_33,Sedan,Hybrid,Manual,1498,7,3705829
M5234,Honda_Model_34,Sedan,Hybrid,Manual,1199,7,2217785
M5235,Honda_Model_35,SUV,Diesel,Automatic,1498,5,2659019
M5236,Honda_Model_36,Sedan,Hybrid,Manual,1993,7,4347282
M5237,Honda_Model_37,SUV,Hybrid,Manual,1498,5,1803754
M5238,Honda_Model_38,Hatchback,Diesel,Manual,1799,5,1581587
M5239,Honda_Model_39,Hatchback,Hybrid,Manual,1799,5,1245116
M5240,Honda_Model_40,SUV,Petrol,Manual,1199,5,1503603
M5241,Honda_Model_41,Hatchback,Hybrid,Manual,1498,7,2503785
M5242,Honda_Model_42,Sedan,Petrol,Manual,1993,7,4300409
M5243,Honda_Model_43,Sedan,Diesel,Automatic,1993,7,1204879
M5244,Honda_Model_44,Sedan,Hybrid,Automatic,1799,5,2679226
M5245,Honda_Model_45,Hatchback,Diesel,Automatic,1993,7,2658257
M5246,Honda_Model_46,Sedan,Diesel,Automatic,1799,5,3320429
M5247,Honda_Model_47,Hatchback,Diesel,Manual,1799,5,3318979
M5248,Honda_Model_48,Sedan,Diesel,Automatic,1799,5,3056747
M5249,Honda_Model_49,SUV,Diesel,Manual,1199,7,2449875
M5250,Honda_Model_0,Hatchback,Hybrid,Automatic,1199,5,2811354
M5251,Honda_Model_1,Hatchback,Petrol,Automatic,1799,5,2441078
M5252,Honda_Model_2,Sedan,Hybrid,Manual,1799,7,3254196
M5253,Honda_Model_3,Hatchback,Hybrid,Manual,1799,7,1835943
M5254,Honda_Model_4,Hatchback,Hybrid,Automatic,1993,7,3380486
M5255,Honda_Model_5,SUV,Hybrid,Automatic,1799,5,4117721
M5256,Honda_Model_6,SUV,Petrol,Automatic,1799,5,3249640
M5257,Honda_Model_7,Sedan,Hybrid,Automatic,1498,7,1375799
M5258,Honda_Model_8,SUV,Diesel,Manual,1498,5,3138168
M5259,Honda_Model_9,Sedan,Hybrid,Automatic,1498,5,2308208
M5260,Honda_Model_10,Sedan,Hybrid,Automatic,1498,7,2754569
M5261,Honda_Model_11,Sedan,Petrol,Automatic,1799,7,884348
M5262,Honda_Model_12,Hatchback,Petrol,Automatic,1498,7,1098267
M5263,Honda_Model_13,SUV,Diesel,Automatic,1993,7,1666978
M5264,Honda_Model_14,Sedan,Hybrid,Manual,1993,7,1824180
M5265,Honda_Model_15,SUV,Hybrid,Manual,1498,7,3057560
M5266,Honda_Model_16,Sedan,Hybrid,Manual,1199,7,1634471
M5267,Honda_Model_17,SUV,Diesel,Manual,1993,7,1639277
M5268,Honda_Model_18,SUV,Petrol,Manual,1993,5,2513241
M5269,Honda_Model_19,Sedan,Diesel,Automatic,1498,5,3680134
M5270,Honda_Model_20,Hatchback,Hybrid,Manual,1498,5,4444399
M5271,Honda_Model_21,SUV,Petrol,Manual,1799,5,1950065
M5272,Honda_Model_22,Hatchback,Petrol,Automatic,1993,5,1789758
M5273,Honda_Model_23,Hatchback,Diesel,Manual,1498,5,1078954
M5274,Honda_Model_24,Sedan,Petrol,Manual,1498,5,894661
M5275,Honda_Model_25,Sedan,Petrol,Manual,1799,5,3787891
M5276,Honda_Model_26,Sedan,Hybrid,Manual,1993,5,3869908
M5277,Honda_Model_27,SUV,Hybrid,Automatic,1498,5,2518285
M5278,Honda_Model_28,Sedan,Petrol,Automatic,1799,5,2206164
M5279,Honda_Model_29,Sedan,Petrol,Manual,1498,7,3897100
M5280,Honda_Model_30,SUV,Diesel,Automatic,1199,5,1852003
M5281,Honda_Model_31,SUV,Diesel,Manual,1199,7,4353459
M5282,Honda_Model_32,Sedan,Petrol,Automatic,1498,5,4439102
M5283,Honda_Model_33,Sedan,Hybrid,Automatic,1993,7,2032883
M5284,Honda_Model_34,Sedan,Petrol,Automatic,1199,5,3561450
M5285,Honda_Model_35,Sedan,Petrol,Automatic,1799,7,1418449
M5286,Honda_Model_36,Hatchback,Hybrid,Automatic,1498,5,1081760
M5287,Honda_Model_37,Hatchback,Hybrid,Automatic,1799,7,926283
M5288,Honda_Model_38,Sedan,Diesel,Automatic,1199,5,1990129
M5289,Honda_Model_39,Hatchback,Diesel,Automatic,1993,7,1781510
M5290,Honda_Model_40,SUV,Diesel,Automatic,1799,5,1279883
M5291,Honda_Model_41,Hatchback,Diesel,Automatic,1199,7,4396608
M5292,Honda_Model_42,Hatchback,Hybrid,Automatic,1199,7,3034837
M5293,Honda_Model_43,Sedan,Petrol,Manual,1199,7,4393055
M5294,Honda_Model_44,Hatchback,Diesel,Automatic,1799,7,2730179
M5295,Honda_Model_45,Hatchback,Diesel,Manual,1199,7,1594737
M5296,Honda_Model_46,Hatchback,Hybrid,Automatic,1498,7,2099982
M5297,Honda_Model_47,Hatchback,Hybrid,Manual,1199,7,1455870
M5298,Honda_Model_48,SUV,Petrol,Manual,1498,7,2663391
M5299,Honda_Model_49,Sedan,Petrol,Manual,1993,5,2831170
M5300,Honda_Model_0,Sedan,Hybrid,Automatic,1498,5,4161030
M5301,Honda_Model_1,SUV,Diesel,Automatic,1993,5,957061
M5302,Honda_Model_2,Hatchback,Diesel,Automatic,1993,7,4243502
M5303,Honda_Model_3,SUV,Diesel,Automatic,1498,7,2042894
M5304,Honda_Model_4,Hatchback,Petrol,Manual,1993,5,3679525
M5305,Honda_Model_5,SUV,Diesel,Automatic,1498,5,4019431
M5306,Honda_Model_6,Sedan,Diesel,Automatic,1799,7,3782343
M5307,Honda_Model_7,Sedan,Hybrid,Automatic,1993,7,1370912
M5308,Honda_Model_8,Sedan,Diesel,Automatic,1498,5,1652569
M5309,Honda_Model_9,Hatchback,Hybrid,Automatic,1993,7,3428972
M5310,Honda_Model_10,Hatchback,Diesel,Automatic,1199,5,1521079
M5311,Honda_Model_11,SUV,Petrol,Automatic,1498,7,757940
M5312,Honda_Model_12,SUV,Diesel,Automatic,1199,5,1880268
M5313,Honda_Model_13,Sedan,Diesel,Manual,1993,5,1377251
M5314,Honda_Model_14,Hatchback,Hybrid,Manual,1993,7,1855142
M5315,Honda_Model_15,SUV,Hybrid,Automatic,1799,5,3645979
M5316,Honda_Model_16,Hatchback,Hybrid,Automatic,1498,7,3896683
M5317,Honda_Model_17,Hatchback,Diesel,Automatic,1199,7,994458
M5318,Honda_Model_18,Sedan,Diesel,Automatic,1799,7,1116716
M5319,Honda_Model_19,Sedan,Petrol,Manual,1993,7,3899413
M5320,Honda_Model_20,Hatchback,Diesel,Manual,1993,7,3445387
M5321,Honda_Model_21,Hatchback,Petrol,Automatic,1799,5,2599791
M5322,Honda_Model_22,Hatchback,Hybrid,Manual,1199,7,2897381
M5323,Honda_Model_23,Hatchback,Hybrid,Manual,1993,7,1536621
M5324,Honda_Model_24,Sedan,Hybrid,Automatic,1993,5,1055698
M5325,Honda_Model_25,SUV,Petrol,Automatic,1498,7,1768143
M5326,Honda_Model_26,Sedan,Diesel,Automatic,1799,5,2167770
M5327,Honda_Model_27,SUV,Hybrid,Manual,1993,7,2086809
M5328,Honda_Model_28,Hatchback,Diesel,Manual,1199,5,1364990
M5329,Honda_Model_29,SUV,Diesel,Automatic,1498,7,2153795
M5330,Honda_Model_30,Sedan,Hybrid,Automatic,1799,7,2052164
M5331,Honda_Model_31,Sedan,Petrol,Manual,1199,7,2883336
M5332,Honda_Model_32,Hatchback,Diesel,Manual,1993,7,2769282
M5333,Honda_Model_33,Sedan,Hybrid,Automatic,1799,7,4132693
M5334,Honda_Model_34,Hatchback,Diesel,Manual,1799,5,3336041
M5335,Honda_Model_35,Sedan,Diesel,Automatic,1199,5,1401264
M5336,Honda_Model_36,Sedan,Diesel,Automatic,1799,7,3958610
M5337,Honda_Model_37,Hatchback,Diesel,Manual,1199,5,2606665
M5338,Honda_Model_38,SUV,Diesel,Manual,1993,7,1043990
M5339,Honda_Model_39,Sedan,Petrol,Manual,1498,7,4158374
M5340,Honda_Model_40,SUV,Petrol,Automatic,1199,7,2920561
M5341,Honda_Model_41,Sedan,Hybrid,Automatic,1498,5,722098
M5342,Honda_Model_42,Sedan,Petrol,Automatic,1799,7,876974
M5343,Honda_Model_43,Sedan,Petrol,Automatic,1199,5,1867078
M5344,Honda_Model_44,Sedan,Petrol,Automatic,1993,7,2493003
M5345,Honda_Model_45,SUV,Diesel,Automatic,1199,7,2086236
M5346,Honda_Model_46,SUV,Diesel,Manual,1199,5,2528518
M5347,Honda_Model_47,Sedan,Hybrid,Automatic,1199,7,3890008
M5348,Honda_Model_48,Sedan,Hybrid,Automatic,1498,5,1495383
M5349,Honda_Model_49,SUV,Hybrid,Automatic,1498,7,1756693
M5350,Honda_Model_0,Hatchback,Diesel,Automatic,1799,7,725979
M5351,Honda_Model_1,Hatchback,Petrol,Manual,1799,7,1167741
M5352,Honda_Model_2,SUV,Petrol,Automatic,1799,5,716915
M5353,Honda_Model_3,Sedan,Diesel,Manual,1799,7,1021405
M5354,Honda_Model_4,Sedan,Hybrid,Manual,1199,5,2236863
M5355,Honda_Model_5,Hatchback,Hybrid,Automatic,1498,7,3550172
M5356,Honda_Model_6,Hatchback,Hybrid,Automatic,1498,7,3440265
M5357,Honda_Model_7,SUV,Diesel,Manual,1498,5,1061046
M5358,Honda_Model_8,Hatchback,Hybrid,Manual,1498,7,4180836
M5359,Honda_Model_9,SUV,Hybrid,Automatic,1799,7,1707921
M5360,Honda_Model_10,Hatchback,Diesel,Manual,1199,5,3260808
M5361,Honda_Model_11,Hatchback,Petrol,Automatic,1498,5,2046397
M5362,Honda_Model_12,Hatchback,Diesel,Automatic,1993,5,3302223
M5363,Honda_Model_13,Sedan,Diesel,Manual,1199,7,4157702
M5364,Honda_Model_14,Sedan,Diesel,Automatic,1993,5,1670040
M5365,Honda_Model_15,Sedan,Diesel,Automatic,1199,5,1233210
M5366,Honda_Model_16,Hatchback,Petrol,Automatic,1199,7,1845272
M5367,Honda_Model_17,SUV,Hybrid,Manual,1199,5,3913289
M5368,Honda_Model_18,SUV,Diesel,Manual,1993,5,4121092
M5369,Honda_Model_19,SUV,Petrol,Manual,1498,7,2712038
M5370,Honda_Model_20,SUV,Hybrid,Automatic,1498,5,2850532
M5371,Honda_Model_21,Sedan,Hybrid,Manual,1993,7,1095982
M5372,Honda_Model_22,Sedan,Hybrid,Manual,1498,5,1439378
M5373,Honda_Model_23,Hatchback,Diesel,Manual,1799,5,2394313
M5374,Honda_Model_24,Hatchback,Diesel,Automatic,1498,7,1126375
M5375,Honda_Model_25,SUV,Hybrid,Automatic,1799,5,3070231
M5376,Honda_Model_26,Sedan,Hybrid,Manual,1799,7,3063080
M5377,Honda_Model_27,SUV,Hybrid,Manual,1799,5,3278954
M5378,Honda_Model_28,Hatchback,Hybrid,Manual,1993,5,1375581
M5379,Honda_Model_29,Hatchback,Hybrid,Automatic,1498,7,2695259
M5380,Honda_Model_30,SUV,Hybrid,Manual,1498,7,2815221
M5381,Honda_Model_31,Hatchback,Petrol,Automatic,1993,5,4229057
M5382,Honda_Model_32,SUV,Hybrid,Automatic,1993,5,1784258
M5383,Honda_Model_33,Sedan,Diesel,Automatic,1498,5,2757610
M5384,Honda_Model_34,SUV,Diesel,Manual,1993,7,4219419
M5385,Honda_Model_35,Sedan,Diesel,Manual,1993,7,3940031
M5386,Honda_Model_36,Sedan,Hybrid,Automatic,1799,5,2662089
M5387,Honda_Model_37,Hatchback,Diesel,Automatic,1993,5,3170565
M5388,Honda_Model_38,Hatchback,Petrol,Automatic,1799,5,1386592
M5389,Honda_Model_39,Hatchback,Hybrid,Automatic,1199,7,1744013
M5390,Honda_Model_40,SUV,Diesel,Manual,1799,5,3627857
M5391,Honda_Model_41,SUV,Petrol,Manual,1799,7,2736567
M5392,Honda_Model_42,Hatchback,Petrol,Automatic,1993,7,755210
M5393,Honda_Model_43,SUV,Diesel,Automatic,1498,5,3132487
M5394,Honda_Model_44,Hatchback,Petrol,Automatic,1199,7,2539618
M5395,Honda_Model_45,SUV,Diesel,Manual,1199,7,1019117
M5396,Honda_Model_46,Sedan,Petrol,Automatic,1199,5,3797660
M5397,Honda_Model_47,Sedan,Hybrid,Manual,1498,5,2411519
M5398,Honda_Model_48,Hatchback,Hybrid,Automatic,1199,5,1774159
M5399,Honda_Model_49,SUV,Hybrid,Manual,1199,5,1373061
M5400,Honda_Model_0,SUV,Hybrid,Manual,1498,5,969024
M5401,Honda_Model_1,Sedan,Hybrid,Automatic,1199,5,2242445
M5402,Honda_Model_2,Sedan,Diesel,Manual,1993,5,789257
M5403,Honda_Model_3,Hatchback,Hybrid,Manual,1993,7,2193637
M5404,Honda_Model_4,Sedan,Hybrid,Manual,1799,5,3558024
M5405,Honda_Model_5,Hatchback,Hybrid,Manual,1799,5,1447750
M5406,Honda_Model_6,Sedan,Hybrid,Automatic,1799,5,2909176
M5407,Honda_Model_7,Sedan,Petrol,Automatic,1993,5,2083137
M5408,Honda_Model_8,SUV,Hybrid,Automatic,1993,5,3325162
M5409,Honda_Model_9,Sedan,Hybrid,Automatic,1993,5,2817229
M5410,Honda_Model_10,Sedan,Diesel,Automatic,1799,7,3926596
M5411,Honda_Model_11,Hatchback,Petrol,Manual,1799,5,4497446
M5412,Honda_Model_12,Sedan,Diesel,Manual,1799,7,1985176
M5413,Honda_Model_13,Hatchback,Hybrid,Manual,1799,5,4121101
M5414,Honda_Model_14,Sedan,Diesel,Manual,1799,7,1035482
M5415,Honda_Model_15,Sedan,Diesel,Automatic,1799,7,3514191
M5416,Honda_Model_16,Hatchback,Hybrid,Automatic,1993,7,2229429
M5417,Honda_Model_17,SUV,Petrol,Manual,1498,5,1104655
M5418,Honda_Model_18,Hatchback,Petrol,Automatic,1498,5,3848326
M5419,Honda_Model_19,Hatchback,Diesel,Manual,1799,5,3413737
M5420,Honda_Model_20,Hatchback,Hybrid,Manual,1498,5,2670132
M5421,Honda_Model_21,SUV,Diesel,Automatic,1498,5,2809893
M5422,Honda_Model_22,Sedan,Diesel,Automatic,1993,5,3915088
M5423,Honda_Model_23,Hatchback,Diesel,Automatic,1799,7,2047008
M5424,Honda_Model_24,Hatchback,Hybrid,Automatic,1799,7,832321
M5425,Honda_Model_25,SUV,Hybrid,Automatic,1498,7,854042
M5426,Honda_Model_26,Hatchback,Petrol,Automatic,1799,5,2812717
M5427,Honda_Model_27,Sedan,Hybrid,Automatic,1799,5,4164867
M5428,Honda_Model_28,SUV,Diesel,Manual,1799,7,3536506
M5429,Honda_Model_29,Sedan,Diesel,Automatic,1799,5,2324520
M5430,Honda_Model_30,Sedan,Petrol,Manual,1498,5,2318629
M5431,Honda_Model_31,SUV,Hybrid,Manual,1199,5,2405950
M5432,Honda_Model_32,Hatchback,Diesel,Automatic,1498,7,1425840
M5433,Honda_Model_33,Sedan,Petrol,Manual,1993,7,930324
M5434,Honda_Model_34,Sedan,Petrol,Automatic,1199,5,814794
M5435,Honda_Model_35,Sedan,Diesel,Manual,1199,7,3430427
M5436,Honda_Model_36,Sedan,Diesel,Manual,1199,7,3204380
M5437,Honda_Model_37,SUV,Hybrid,Manual,1498,5,4079796
M5438,Honda_Model_38,SUV,Petrol,Automatic,1993,5,1019642
M5439,Honda_Model_39,Sedan,Diesel,Manual,1498,7,1555208
M5440,Honda_Model_40,Hatchback,Petrol,Manual,1993,7,2920827
M5441,Honda_Model_41,Sedan,Hybrid,Manual,1498,5,3907439
M5442,Honda_Model_42,Hatchback,Diesel,Automatic,1498,5,2839682
M5443,Honda_Model_43,Sedan,Hybrid,Manual,1498,5,910339
M5444,Honda_Model_44,Hatchback,Petrol,Automatic,1199,7,3310359
M5445,Honda_Model_45,Sedan,Hybrid,Manual,1498,7,3208386
M5446,Honda_Model_46,Hatchback,Hybrid,Manual,1993,5,1352524
M5447,Honda_Model_47,Sedan,Petrol,Manual,1993,5,3886104
M5448,Honda_Model_48,Sedan,Hybrid,Automatic,1993,5,3694297
M5449,Honda_Model_49,Hatchback,Petrol,Manual,1199,5,1340416
M5450,Honda_Model_0,SUV,Diesel,Manual,1498,7,3517558
M5451,Honda_Model_1,Hatchback,Petrol,Manual,1498,5,4035542
M5452,Honda_Model_2,SUV,Petrol,Manual,1799,5,4455582
M5453,Honda_Model_3,Sedan,Diesel,Automatic,1199,7,4184997
M5454,Honda_Model_4,Hatchback,Petrol,Manual,1993,5,2360383
M5455,Honda_Model_5,Hatchback,Diesel,Manual,1993,7,2809589
M5456,Honda_Model_6,Hatchback,Diesel,Manual,1498,7,2859298
M5457,Honda_Model_7,SUV,Petrol,Manual,1993,7,727618
M5458,Honda_Model_8,SUV,Hybrid,Automatic,1498,5,1930415
M5459,Honda_Model_9,Sedan,Hybrid,Manual,1498,7,709705
M5460,Honda_Model_10,SUV,Diesel,Manual,1799,5,919288
M5461,Honda_Model_11,SUV,Hybrid,Automatic,1199,7,1567344
M5462,Honda_Model_12,Sedan,Hybrid,Manual,1498,7,2062470
M5463,Honda_Model_13,Hatchback,Petrol,Manual,1498,7,3281324
M5464,Honda_Model_14,Hatchback,Diesel,Manual,1498,5,2317243
M5465,Honda_Model_15,Sedan,Diesel,Automatic,1799,5,752682
M5466,Honda_Model_16,Hatchback,Petrol,Manual,1498,7,2992937
M5467,Honda_Model_17,SUV,Hybrid,Automatic,1199,5,3951622
M5468,Honda_Model_18,Sedan,Diesel,Automatic,1199,7,2770949
M5469,Honda_Model_19,Sedan,Hybrid,Automatic,1993,7,2985143
M5470,Honda_Model_20,Sedan,Diesel,Automatic,1199,7,2857536
M5471,Honda_Model_21,Hatchback,Diesel,Automatic,1993,7,3976240
M5472,Honda_Model_22,Sedan,Diesel,Automatic,1199,5,3634712
M5473,Honda_Model_23,Sedan,Diesel,Automatic,1993,7,3867011
M5474,Honda_Model_24,Sedan,Hybrid,Manual,1498,5,2322370
M5475,Honda_Model_25,Hatchback,Hybrid,Manual,1799,7,1987749
M5476,Honda_Model_26,SUV,Hybrid,Automatic,1799,7,1991820
M5477,Honda_Model_27,Sedan,Hybrid,Automatic,1799,7,2937403
M5478,Honda_Model_28,SUV,Petrol,Automatic,1498,7,3678024
M5479,Honda_Model_29,Hatchback,Diesel,Automatic,1799,7,1223743
M5480,Honda_Model_30,Hatchback,Diesel,Automatic,1199,5,2641657
M5481,Honda_Model_31,Hatchback,Diesel,Automatic,1993,5,4338154
M5482,Honda_Model_32,Hatchback,Petrol,Manual,1498,7,1760531
M5483,Honda_Model_33,SUV,Hybrid,Manual,1799,5,1100414
M5484,Honda_Model_34,Sedan,Diesel,Automatic,1199,5,2208948
M5485,Honda_Model_35,Hatchback,Hybrid,Automatic,1199,7,2055308
M5486,Honda_Model_36,Hatchback,Hybrid,Automatic,1498,7,1104982
M5487,Honda_Model_37,SUV,Petrol,Manual,1498,7,1845202
M5488,Honda_Model_38,SUV,Petrol,Automatic,1799,7,1556306
M5489,Honda_Model_39,Hatchback,Hybrid,Manual,1993,5,1077261
M5490,Honda_Model_40,Sedan,Diesel,Manual,1799,5,3719957
M5491,Honda_Model_41,Sedan,Diesel,Manual,1799,5,2419080
M5492,Honda_Model_42,Hatchback,Petrol,Automatic,1498,5,3204152
M5493,Honda_Model_43,SUV,Petrol,Automatic,1799,7,3389399
M5494,Honda_Model_44,Hatchback,Petrol,Manual,1799,7,4378288
M5495,Honda_Model_45,Hatchback,Petrol,Manual,1993,7,3978373
M5496,Honda_Model_46,SUV,Petrol,Manual,1199,7,1772995
M5497,Honda_Model_47,Hatchback,Petrol,Manual,1199,5,1437699
M5498,Honda_Model_48,Hatchback,Petrol,Automatic,1993,5,1191986
M5499,Honda_Model_49,Hatchback,Diesel,Manual,1199,7,748555
M5500,Honda_Model_0,SUV,Petrol,Automatic,1799,5,836248
M5501,Honda_Model_1,Sedan,Petrol,Manual,1993,5,4012961
M5502,Honda_Model_2,Sedan,Diesel,Automatic,1993,7,3515952
M5503,Honda_Model_3,SUV,Diesel,Manual,1498,5,2788201
M5504,Honda_Model_4,Sedan,Hybrid,Automatic,1199,7,1870658
M5505,Honda_Model_5,Hatchback,Petrol,Automatic,1498,5,3467676
M5506,Honda_Model_6,Sedan,Petrol,Automatic,1799,5,1170974
M5507,Honda_Model_7,Hatchback,Petrol,Manual,1993,7,4355667
M5508,Honda_Model_8,Sedan,Petrol,Automatic,1799,7,1249667
M5509,Honda_Model_9,SUV,Hybrid,Manual,1199,7,4067989
M5510,Honda_Model_10,Sedan,Diesel,Automatic,1498,5,3798208
M5511,Honda_Model_11,Sedan,Diesel,Automatic,1199,7,980512
M5512,Honda_Model_12,Sedan,Petrol,Manual,1799,5,4271715
M5513,Honda_Model_13,SUV,Petrol,Automatic,1498,7,4303894
M5514,Honda_Model_14,Sedan,Petrol,Automatic,1199,5,4017045
M5515,Honda_Model_15,SUV,Hybrid,Manual,1799,7,2377166
M5516,Honda_Model_16,Hatchback,Hybrid,Automatic,1199,7,3420346
M5517,Honda_Model_17,Sedan,Diesel,Automatic,1993,5,4413343
M5518,Honda_Model_18,SUV,Petrol,Automatic,1498,5,1580219
M5519,Honda_Model_19,SUV,Petrol,Automatic,1498,7,3313748
M5520,Honda_Model_20,Sedan,Petrol,Manual,1498,5,1256265
M5521,Honda_Model_21,Hatchback,Petrol,Automatic,1993,7,2010032
M5522,Honda_Model_22,SUV,Hybrid,Automatic,1498,5,2803866
M5523,Honda_Model_23,Sedan,Diesel,Automatic,1993,5,806680
M5524,Honda_Model_24,Hatchback,Diesel,Automatic,1498,7,3660821
M5525,Honda_Model_25,SUV,Hybrid,Automatic,1199,7,4253835
M5526,Honda_Model_26,SUV,Petrol,Automatic,1199,5,4340499
M5527,Honda_Model_27,Hatchback,Diesel,Automatic,1199,5,1276587
M5528,Honda_Model_28,Hatchback,Diesel,Automatic,1199,5,4304111
M5529,Honda_Model_29,Sedan,Hybrid,Manual,1993,5,2628060
